TAIR Accession	Locus	Gene Model	Gene Type	Description	Other Name(Type)	Keywords	Is full length cDNA
Gene:504953036	AT5G27947	AT5G27947.1	transposable_element_gene	transposable_element_gene;(source:Araport11);copia-like retrotransposon family, has a 1.3e-188 P-value blast match to GB:AAA57005 Hopscotch polyprotein (Ty1_Copia-element) (Zea mays);(source:TAIR10)		 	false
Gene:504953056	AT5G34847	AT5G34847.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family (Athila), has a 2.0e-27 P-value blast match to GB:CAA57397 Athila ORF 1 (Arabidopsis thaliana);(source:TAIR10)		 	false
Gene:504953089	AT4G19305	AT4G19305.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G35100.1);(source:TAIR10)		 	false
Gene:504953093	AT4G03775	AT4G03775.1	transposable_element_gene	transposable_element_gene;(source:Araport11);CACTA-like transposase family (En/Spm), has a 9.9e-25 P-value blast match to dbj|BAB64937.1| TdcA1-ORF1-ORF2 (Daucus carota) Spm/En-like (CACTA-like);(source:TAIR10)		 	false
Gene:504953138	AT4G08765	AT4G08765.1	transposable_element_gene	transposable_element_gene;(source:Araport11);copia-like retrotransposon family, has a 5.2e-158 P-value blast match to GB:AAB82754 retrofit (TY1_Copia-element) (Oryza longistaminata);(source:TAIR10)		 	false
Gene:504953216	AT4G04392	AT4G04392.1	transposable_element_gene	transposable_element_gene;(source:Araport11);Mutator-like transposase family, has a 4.7e-51 P-value blast match to Q9SHN7 /450-633 Pfam PF03108 MuDR family transposase (MuDr-element domain);(source:TAIR10)		 	false
Gene:504953299	AT4G08134	AT4G08134.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family, has a 2.6e-103 P-value blast match to GB:CAA73042 polyprotein (Gypsy_Ty3-element) (Ananas comosus);(source:TAIR10)		 	false
Gene:504953362	AT4G20725	AT4G20725.1	transposable_element_gene	transposable_element_gene;(source:Araport11);non-LTR retrotransposon family (LINE), has a 1.2e-31 P-value blast match to GB:NP_038603 L1 repeat, Tf subfamily, member 23 (LINE-element) (Mus musculus);(source:TAIR10)		 	false
Gene:504953365	AT4G07944	AT4G07944.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G32394.1);(source:TAIR10)		 	false
Gene:504953391	AT4G07327	AT4G07327.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family (Athila), has a 5.1e-57 P-value blast match to GB:CAA57397 Athila ORF 1 (Arabidopsis thaliana);(source:TAIR10)		 	false
Gene:504953454	AT3G33230	AT3G33230.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G14340.1);(source:TAIR10)		 	false
Gene:504953467	AT3G42438	AT3G42438.1	transposable_element_gene	transposable_element_gene;(source:Araport11);Mutator-like transposase family, has a 5.5e-79 P-value blast match to Q9S9W4 /247-408 Pfam PF03108 MuDR family transposase (MuDr-element domain);(source:TAIR10)		 	false
Gene:2015447	AT1G47650	AT1G47650.1	transposable_element_gene	transposable_element_gene;(source:Araport11);copia-like retrotransposon family, has a 0. P-value blast match to GB:CAA72989 open reading frame 1 (Ty1_Copia-element) (Brassica oleracea);(source:TAIR10)		 	false
Gene:2020757	AT1G03420	AT1G03420.1	transposable_element_gene	Member of Sadhu non-coding retrotransposon family	SADHU NON-CODING RETROTRANSPOSON 4-2; SADHU4-2	 LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2029223	AT1G36430	AT1G36430.1	transposable_element_gene	transposable_element_gene;(source:Araport11);retrotransposon family;(source:TAIR10)		 	false
Gene:2035927	AT1G42380	AT1G42380.1	transposable_element_gene	transposable_element_gene;(source:Araport11);copia-like retrotransposon family, has a 7.0e-31 P-value blast match to GB:CAA31653 polyprotein (Ty1_Copia-element) (Arabidopsis thaliana);(source:TAIR10)		 	false
Gene:2037990	AT1G32830	AT1G32830.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to heat shock protein binding [Arabidopsis thaliana] (TAIR:AT3G30450.1);(source:TAIR10)		 	false
Gene:2038896	AT2G12700	AT2G12700.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G24910.1);(source:TAIR10)		 	false
Gene:2042578	AT2G16420	AT2G16420.1	transposable_element_gene	transposable_element_gene;(source:Araport11);non-LTR retrotransposon family (LINE), has a 6.8e-39 P-value blast match to GB:NP_038603 L1 repeat, Tf subfamily, member 23 (LINE-element) (Mus musculus);(source:TAIR10)		 	false
Gene:2041684	AT2G11480	AT2G11480.1	transposable_element_gene	transposable_element_gene;(source:Araport11);pseudogene, hypothetical protein;(source:TAIR10)		 L mature pollen stage, M germinated pollen stage, pollen, pollen tube cell	false
Gene:3436556	AT2G18820	AT2G18820.1	transposable_element_gene	transposable_element_gene;(source:Araport11);non-LTR retrotransposon family (LINE), has a 2.7e-38 P-value blast match to GB:NP_038607 L1 repeat, Tf subfamily, member 9 (LINE-element) (Mus musculus);(source:TAIR10)		 carpel, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, hypocotyl, mature plant embryo stage, petal, petal differentiation and expansion stage, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, root, seed, sepal, shoot apex, stamen, stem, vascular leaf	false
Gene:2044580	AT2G15800	AT2G15800.1	transposable_element_gene	transposable_element_gene;(source:Araport11)		 guard cell	true
Gene:3436351	AT2G21000	AT2G21000.1	transposable_element_gene	transposable_element_gene;(source:Araport11);copia-like retrotransposon family, has a 1.8e-22 P-value blast match to GB:CAA72989 open reading frame 1 (Ty1_Copia-element) (Brassica oleracea);(source:TAIR10)		 	false
Gene:2049222	AT2G04770	AT2G04770.1	transposable_element_gene	transposable_element_gene;(source:Araport11);CACTA-like transposase family (Ptta/En/Spm), has a 6.0e-20 P-value blast match to At5g29026.1/8-244 CACTA-like transposase family (Ptta/En/Spm) (CACTA-element) (Arabidopsis thaliana);(source:TAIR10)		 	false
Gene:2052154	AT2G09900	AT2G09900.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G40115.1);(source:TAIR10)		 	false
Gene:2049675	AT2G03920	AT2G03920.1	transposable_element_gene	transposable_element_gene;(source:Araport11);pseudogene, hypothetical protein;(source:TAIR10)		 	false
Gene:2049882	AT2G11350	AT2G11350.1	transposable_element_gene	transposable_element_gene;(source:Araport11);Mutator-like transposase family, has a 9.4e-56 P-value blast match to O22273 /233-373 Pfam PF03108 MuDR family transposase (MuDr-element domain);(source:TAIR10)		 	false
Gene:2053462	AT2G13970	AT2G13970.1	transposable_element_gene	transposable_element_gene;(source:Araport11);Mutator-like transposase family, has a 4.1e-39 P-value blast match to GB:AAA21566 mudrA of transposon=MuDR (MuDr-element) (Zea mays);(source:TAIR10)		 cell-to-cell mobile RNA, collective leaf structure, flower, flower pedicel, flowering stage, guard cell, hypocotyl, petal, petal differentiation and expansion stage, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, root, sepal, shoot apex, stem	true
Gene:3437305	AT2G10710	AT2G10710.1	transposable_element_gene	transposable_element_gene;(source:Araport11);pseudogene, hypothetical protein, similar to  MURA transposase of maize Mutator transposon;(source:TAIR10)		 	false
Gene:2056329	AT2G10790	AT2G10790.1	transposable_element_gene	transposable_element_gene;(source:Araport11);pseudogene, hypothetical protein;(source:TAIR10)		 	false
Gene:2102265	AT3G43380	AT3G43380.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G27800.1);(source:TAIR10)		 	false
Gene:3699946	AT3G42700	AT3G42700.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to Ulp1 protease family protein [Arabidopsis thaliana] (TAIR:AT4G04130.1);(source:TAIR10)		 	false
Gene:2084657	AT3G32300	AT3G32300.1	transposable_element_gene	transposable_element_gene;(source:Araport11);pseudogene, hypothetical protein;(source:TAIR10)		 	false
Gene:3439904	AT4G10690	AT4G10690.1	transposable_element_gene	transposable_element_gene;(source:Araport11);copia-like retrotransposon family, has a 1.5e-256 P-value blast match to dbj|BAA78426.1| polyprotein (AtRE2-1) (Arabidopsis thaliana) (Ty1_Copia-element);(source:TAIR10)		 guard cell	false
Gene:2824304	AT1G42852	AT1G42852.1	transposable_element_gene	transposable_element_gene;(source:Araport11);hAT-like transposase family (hobo/Ac/Tam3), has a 2.4e-64 P-value blast match to GB:AAD24567 transposase Tag2 (hAT-element) (Arabidopsis thaliana);(source:TAIR10)		 	false
Gene:2824402	AT1G54955	AT1G54955.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G05145.1);(source:TAIR10)		 	true
Gene:2828697	AT3G32118	AT3G32118.1	transposable_element_gene	transposable_element_gene;(source:Araport11);pseudogene, hypothetical protein, similar to GB:S66306 from (Arabidopsis thaliana) (Plant Mol. Biol. 29 (3), 441-452 (1995));(source:TAIR10)		 	false
Gene:2828882	AT3G30711	AT3G30711.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family, has a 2.9e-123 P-value blast match to GB:BAA84458 GAG-POL precursor (gypsy_Ty3-element) (Oryza sativa)gi|5902445|dbj|BAA84458.1| GAG-POL precursor (Oryza sativa (japonica cultivar-group)) (RIRE2) (Gypsy_Ty3-family);(source:TAIR10)		 	false
Gene:2829145	AT3G31935	AT3G31935.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family, has a 9.3e-157 P-value blast match to GB:AAD19359 polyprotein (gypsy_Ty3-element) (Sorghum bicolor);(source:TAIR10)		 	false
Gene:2829210	AT3G30837	AT3G30837.1	transposable_element_gene	transposable_element_gene;(source:Araport11);CACTA-like transposase family (Tnp2/En/Spm), has a 1.8e-261 P-value blast match to gb|AAG52024.1|AC022456_5 Tam1-homologous transposon protein TNP2, putative;(source:TAIR10)		 	false
Gene:2829504	AT3G26525	AT3G26525.1	transposable_element_gene	transposable_element_gene;(source:Araport11);Mutator-like transposase family, has a 3.3e-87 P-value blast match to Q9SLM0 /314-478 Pfam PF03108 MuDR family transposase (MuDr-element domain);(source:TAIR10)		 	false
Gene:504953727	AT3G46382	AT3G46382.1	transposable_element_gene	transposable_element_gene;(source:Araport11);pseudogene, similar to P0416D03.16, similar to non-LTR reverse transcriptase, putative;(source:TAIR10)		 	false
Gene:504953773	AT2G07769	AT2G07769.1	transposable_element_gene	transposable_element_gene;(source:Araport11);copia-like retrotransposon family, has a 6.2e-18 P-value blast match to gb|AAO73523.1| gag-pol polyprotein (Glycine max) (SIRE1) (Ty1_Copia-family);(source:TAIR10)		 	false
Gene:2829611	AT3G30219	AT3G30219.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family, has a 6.7e-200 P-value blast match to GB:AAD19359 polyprotein (gypsy_Ty3-element) (Sorghum bicolor);(source:TAIR10)		 	false
Gene:504952640	AT5G35336	AT5G35336.1	transposable_element_gene	transposable_element_gene;(source:Araport11);pseudogene, similar to SAE1-S9-protein, similar to putative non-LTR retroelement reverse transcriptase;(source:TAIR10)		 	false
Gene:2830569	AT3G30183	AT3G30183.1	transposable_element_gene	transposable_element_gene;(source:Araport11);pseudogene, putative Ser-Thr protein kinase protein, blastp match of 28%25 identity and 4.5e-08 P-value to GP|21450442|gb|AAM54146.1|AC104616_5|AC104616 putative reverse transcriptase. {Oryza sativa (japonica cultivar-group)};(source:TAIR10)		 	false
Gene:2830673	AT3G31357	AT3G31357.1	transposable_element_gene	transposable_element_gene;(source:Araport11);pseudogene, hypothetical protein, similar to putative Athila retroelement ORF1 protein GB:AAD15359 from (Arabidopsis thaliana);(source:TAIR10)		 	false
Gene:504952656	AT5G32488	AT5G32488.1	transposable_element_gene	transposable_element_gene;(source:Araport11);pseudogene, hypothetical protein, temporary automated functional assignment;(source:TAIR10)		 	false
Gene:504952662	AT5G32484	AT5G32484.1	transposable_element_gene	transposable_element_gene;(source:Araport11);copia-like retrotransposon family, has a 1.9e-125 P-value blast match to GB:CAA32025 ORF (Ty1_Copia-element) (Nicotiana tabacum)GB:CAA32025 ORF (Ty1_Copia-element) (Nicotiana tabacum);(source:TAIR10)		 	false
Gene:504952699	AT5G43405	AT5G43405.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G43940.1);(source:TAIR10)		 	false
Gene:1005713935	AT4G06564	AT4G06564.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family (Athila), has a 2.5e-114 P-value blast match to GB:CAA57397 Athila ORF 1 (Arabidopsis thaliana);(source:TAIR10)		 	false
Gene:3436713	AT2G12930	AT2G12930.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family, has a 1.6e-294 P-value blast match to GB:AAD27547 polyprotein (Gypsy_Ty3-element) (Oryza sativa subsp. indica);(source:TAIR10)		 	false
Gene:2054707	AT2G07780	AT2G07780.1	transposable_element_gene	transposable_element_gene;(source:Araport11);Mutator-like transposase family, has a 1.5e-32 P-value blast match to GB:AAA21566 mudrA of transposon=MuDR (MuDr-element) (Zea mays);(source:TAIR10)		 	false
Gene:2055125	AT2G11190	AT2G11190.1	transposable_element_gene	transposable_element_gene;(source:Araport11);copia-like retrotransposon family, has a 3.5e-90 P-value blast match to GB:CAA32025 ORF (Ty1_Copia-element) (Nicotiana tabacum)GB:CAA32025 ORF (Ty1_Copia-element) (Nicotiana tabacum);(source:TAIR10)		 	false
Gene:2055194	AT2G14420	AT2G14420.1	transposable_element_gene	transposable_element_gene;(source:Araport11);Mutator-like transposase family, has a 8.4e-10 P-value blast match to GB:AAA21566 mudrA of transposon=MuDR (MuDr-element) (Zea mays);(source:TAIR10)		 	false
Gene:2055755	AT2G15060	AT2G15060.1	transposable_element_gene	transposable_element_gene;(source:Araport11);CACTA-like transposase family (Tnp1/En/Spm), has a 1.8e-63 P-value blast match to ref|NP_189784.1| TNP1-related protein (Arabidopsis thaliana) (CACTA-element);(source:TAIR10)		 guard cell	false
Gene:2060181	AT2G07080	AT2G07080.1	transposable_element_gene	transposable_element_gene;(source:Araport11);copia-like retrotransposon family, has a 5.0e-74 P-value blast match to gb|AAG52949.1| gag/pol polyprotein (Endovir1-1) (Arabidopsis thaliana) (Ty1_Copia-family);(source:TAIR10)		 	false
Gene:2060728	AT2G12500	AT2G12500.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family (Athila), has a 6.8e-208 P-value blast match to GB:CAA57397 Athila ORF 1 (Arabidopsis thaliana);(source:TAIR10)		 	false
Gene:3436937	AT2G04320	AT2G04320.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G29700.1);(source:TAIR10)		 	false
Gene:2063518	AT2G10490	AT2G10490.1	transposable_element_gene	transposable_element_gene;(source:Araport11);CACTA-like transposase family (Ptta/En/Spm), has a 2.0e-43 P-value blast match to At5g29026.1/8-244 CACTA-like transposase family (Ptta/En/Spm) (CACTA-element) (Arabidopsis thaliana);(source:TAIR10)		 	false
Gene:2065805	AT2G06890	AT2G06890.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family, has a 7.3e-184 P-value blast match to GB:AAD22153 polyprotein (Gypsy_Ty3-element) (Sorghum bicolor);(source:TAIR10)	NTP10	 LP.12 twelve leaves visible stage, shoot apex, vascular leaf	false
